target_role,skills_count,projects_done,certifications,experience_years,learning_rate,career_readiness_score,months_to_job_ready
Full Stack Developer,6,10,0,6.830022076425206,0.7662813643993323,60.39744794042751,5.960255205957249
Cloud Engineer,34,1,3,1.2143913695709596,15.354106084051226,32.512538068532955,8.748746193146705
HR Analyst,9,4,1,3.9982590734231946,1.8006269518630822,39.97670664920729,8.00232933507927
Cloud Engineer,24,5,3,5.136408078649401,3.9110827853030115,60.38383441131925,5.961616558868075
IoT Developer,16,4,1,2.3946689925793194,4.713272497252513,34.73029460482459,8.52697053951754
IoT Developer,22,4,0,5.395868863791744,3.4397203051717136,33.73989845222675,8.626010154777326
UI/UX Designer,11,4,2,5.830999914857563,1.6103059782030997,53.588002847518766,6.641199715248123
Blockchain Developer,34,3,5,0.8935876277164807,17.955334890417166,30.474862608551874,8.952513739144813
Robotics Engineer,32,7,2,4.138027601853637,6.228070862923238,47.338231758454576,7.266176824154543
Cybersecurity Analyst,9,3,5,4.380656210452201,1.672658435697311,49.742917310366764,7.0257082689633235
Digital Marketer,6,0,5,1.6478729691298728,2.2659697311580933,27.00515387710951,9.29948461228905
Robotics Engineer,13,8,4,5.952654608510807,1.8697894159860298,61.788477851693926,5.821152214830607
AI Researcher,23,8,4,1.413519410825213,9.529651966683794,40.5184173833937,7.94815826166063
AI Researcher,15,0,0,2.6366205821782147,4.124708547685637,8.586114350704056,11.141388564929594
Data Scientist,5,1,4,0.5423276754462982,3.241853258292319,15.459929557742376,10.454007044225762
Game Developer,31,10,2,3.860497703748531,6.377947669040573,54.13798651855015,6.586201348144985
Mobile App Developer,30,1,3,7.889834631300587,3.3746409516293765,54.30242865325607,6.569757134674393
Blockchain Developer,33,4,5,6.043571510908337,4.685123157888452,67.89387683208798,5.2106123167912015
UI/UX Designer,28,2,2,7.817532092283287,3.1754917030020633,58.87197739799567,6.112802260200433
NLP Engineer,17,9,0,0.32562010439949685,12.82418691718693,28.02025619533694,9.197974380466306
DevOps Engineer,19,7,1,6.041201393418041,2.6984031471903043,47.178090480726226,7.282190951927378
Data Scientist,14,2,0,1.0975468771566597,6.674463466093197,12.162014749613988,10.783798525038602
Machine Learning Engineer,15,5,4,1.799950791864421,5.35723700701606,34.25841256935504,8.574158743064496
AI Researcher,32,5,5,1.6901542417165238,11.895228721005067,38.22909923824979,8.177090076175022
HR Analyst,34,6,5,7.719373098671285,3.89936290318637,78.15018572861288,4.184981427138712
Game Designer,13,8,5,3.225385353902883,3.076642462442443,63.219269907640324,5.678073009235968
Video Editor,11,7,0,7.2327148412972315,1.336132759611862,56.155493457626264,6.384450654237374
Frontend Developer,17,2,1,6.464071154089045,2.277577430473299,44.68121803828849,7.531878196171151
Cybersecurity Analyst,20,7,0,0.16602390998304895,17.15230693707709,30.869355849770486,8.913064415022951
Game Designer,17,8,0,7.957582572763159,1.8978334681157156,55.76013242862907,6.423986757137093
SEO Specialist,11,7,2,3.666552274272793,2.3572006383908284,40.06608434713644,7.993391565286356
UI/UX Designer,28,3,0,3.775067414191655,5.863791559629733,39.07851110075958,8.092148889924042
DevOps Engineer,25,9,4,3.2163455079393453,5.92930535529529,64.44503964113937,5.555496035886063
Network Engineer,26,8,0,1.0735924077744672,12.53862615551584,28.884946142426543,9.111505385757345
Robotics Engineer,31,0,0,7.581082066026547,3.6125980105390707,46.23144395223759,7.376855604776241
AI Researcher,24,5,2,7.757066769259766,2.7406437146566054,67.37225166732723,5.262774833267277
UI/UX Designer,16,8,5,3.950057388349265,3.2322857584759532,60.581680029863726,5.941831997013628
Digital Marketer,11,7,2,3.971163446908543,2.212761683955626,42.897339502950366,7.7102660497049635
Cybersecurity Analyst,13,0,5,1.1966844219041946,5.918009828981697,19.334332061103066,10.066566793889693
Content Writer,31,4,2,0.8982658350966277,16.33069479882516,31.015187562572972,8.898481243742703
Full Stack Developer,14,1,2,5.807750270797143,2.0564796655445896,33.46142665230237,8.653857334769762
Full Stack Developer,18,10,3,5.8921719330363205,2.611658585259664,72.21656693523529,4.77834330647647
Digital Marketer,35,3,4,2.0037774200147638,11.65199517340668,40.80271938605447,7.919728061394553
Financial Analyst,17,8,5,0.9605738923497773,8.670930520055657,43.187428727669506,7.681257127233049
Embedded Systems Engineer,29,1,3,7.573197983345934,3.382635051276621,61.029864394836395,5.897013560516361
Game Designer,5,0,1,7.9088401097071985,0.5612402892439307,33.51073343879241,8.648926656120759
Business Analyst,13,1,5,7.783777924864531,1.480000987183484,53.96042112553327,6.603957887446673
Blockchain Developer,7,0,4,4.401602052704101,1.2959118298053303,23.895416046111194,9.61045839538888
Computer Vision Engineer,25,6,0,4.8321357811428305,4.286594300639062,53.07496465015752,6.692503534984248
SEO Specialist,24,3,5,6.621127977503836,3.1491401365839247,59.01197034134373,6.098802965865627
DevOps Engineer,8,9,0,5.554004057166524,1.2206278681277807,49.61425426045215,7.038574573954785
NLP Engineer,21,2,3,4.709443415693208,3.678116844503362,45.819962607302394,7.418003739269761
Software Tester,29,5,5,2.205321908979588,9.047453211721917,46.38237048055112,7.361762951944888
Game AI Developer,28,2,1,5.49944689186974,4.308058895753982,31.546226942168143,8.845377305783185
Mobile App Developer,18,9,1,2.3290427004327467,5.406959783862236,54.86580102483677,6.513419897516323
Business Analyst,21,6,0,6.488109265146192,2.804446256913695,45.374830786237965,7.462516921376204
Business Analyst,5,6,4,4.113420690995036,0.9778190182562575,55.41929149052443,6.458070850947557
Game Designer,11,3,4,4.4259127644363785,2.0273086718419875,48.87155835509361,7.112844164490639
Video Editor,19,5,5,2.7404083898649656,5.079659229586406,45.20770926904833,7.479229073095167
DevOps Engineer,17,2,1,4.0447168728730105,3.3698620613208665,40.92370697714831,7.9076293022851685
Data Engineer,19,6,2,2.348181405317966,5.674722394020234,41.01504291755931,7.898495708244068
Embedded Systems Engineer,5,4,0,6.107301297848473,0.7035019046559351,39.02698221134883,8.097301778865116
Game Developer,21,3,3,1.104880531733718,9.97681326013454,31.223371341320306,8.877662865867968
UI/UX Designer,31,1,0,5.197053710758302,5.002377169360806,39.69565067128742,8.030434932871259
Machine Learning Engineer,15,4,3,3.539736057457911,3.3041568518852307,47.52695175630399,7.247304824369602
Digital Marketer,5,10,2,0.9392480572944928,2.578318942330493,43.61082344113781,7.638917655886219
NLP Engineer,35,4,4,6.031997611278101,4.977248562181831,50.38461037387076,6.9615389626129245
Cloud Architect,25,3,3,1.4483770739259931,10.210845488727065,40.58385263233352,7.941614736766648
HR Analyst,10,2,4,7.1253764387814496,1.230712210731702,43.66095206373607,7.633904793626393
Computer Vision Engineer,19,1,3,3.255045451141183,4.465287202726422,23.407993750042678,9.659200624995732
Computer Vision Engineer,12,8,2,1.3876579949657817,5.025845420617695,41.53977524079019,7.8460224759209805
Operations Manager,8,6,0,7.538358585238582,0.9369482342696036,46.86265411241866,7.313734588758134
Cloud Architect,7,8,3,0.2273996659288091,5.703113822100396,39.957222943014145,8.004277705698586
Backend Developer,19,6,4,6.361211167408907,2.5810969917723283,56.553242664627845,6.3446757335372155
Digital Marketer,31,6,2,2.5731105570327832,8.675914026501133,40.00237743518958,7.999762256481042
Operations Manager,15,6,5,6.752977269411843,1.9347406136711054,69.5909002275168,5.040909977248321
Financial Analyst,9,10,0,7.777863922846186,1.0253063933442461,55.554156003656445,6.444584399634356
SEO Specialist,31,10,0,2.264811917657143,9.49518709863258,46.27151937074311,7.372848062925689
System Administrator,14,2,3,7.106311636218053,1.7270493201186143,39.91033462029788,8.008966537970212
Robotics Engineer,20,10,5,7.045585611919955,2.485835210101917,74.2409346912446,4.57590653087554
Full Stack Developer,26,10,0,7.996488721963081,2.8900164056812896,65.86120108682803,5.413879891317197
Sales Executive,11,9,4,7.249306765648525,1.3334453806234745,72.6797982775114,4.732020172248861
Cloud Architect,14,3,2,6.2795675829959725,1.9231911566700741,52.71448906326346,6.728551093673654
NLP Engineer,21,9,4,1.462164685962879,8.529080170682217,50.31096378506614,6.968903621493386
Database Administrator,32,4,5,1.1954587479272636,14.575541458117241,39.11208923291153,8.088791076708848
Backend Developer,30,5,3,2.710940902274946,8.084203114527874,44.2928601671791,7.57071398328209
Blockchain Developer,26,3,1,3.7496307168847194,5.474109788698138,44.711646493495635,7.528835350650437
Video Editor,23,8,0,3.397456982911769,5.230295620713631,51.1845176434324,6.88154823565676
Machine Learning Engineer,32,6,5,5.5592526118250145,4.878604605395198,69.65311239047942,5.034688760952058
Cybersecurity Analyst,17,1,2,4.764659913011401,2.9490031079941663,31.639086273396195,8.83609137266038
Game AI Developer,20,6,3,7.0195391296687,2.4939088988304783,70.86094675352511,4.913905324647489
Data Analyst,30,8,2,3.865086093022877,6.1663862522440525,56.1840971018456,6.38159028981544
Mobile App Developer,20,3,1,2.0655116728784293,6.524196328119202,31.969676310120438,8.803032368987957
Game Designer,9,0,1,7.596957627649473,1.046881977300233,29.055078865279384,9.09449211347206
Digital Marketer,20,7,5,7.7436720291303685,2.287368503000583,81.90581109560883,3.809418890439117
UI/UX Designer,30,2,1,3.587956730235139,6.538858529832399,28.994713510537466,9.100528648946254
Game Designer,22,7,1,7.5300103268267256,2.5791293512049336,57.35521568713453,6.2644784312865465
Software Tester,5,0,2,7.573584338293465,0.5831866583113625,39.240577653699546,8.075942234630045
Game Designer,6,6,1,2.8660580754292777,1.5519684088899193,40.056468435253194,7.994353156474681
UI/UX Designer,10,5,4,2.2855238562705393,3.043654661315164,35.88263579950336,8.411736420049664
Cloud Architect,24,7,0,5.08325172483794,3.945258405468889,52.52613412751846,6.747386587248154
Data Engineer,18,8,5,7.60458900601979,2.0919070030430458,70.16063837738342,4.983936162261658
Network Engineer,22,3,2,3.9717875359598063,4.424967849265282,28.753517261039885,9.12464827389601
Cloud Engineer,32,8,2,1.2919435788290556,13.96194927989836,44.170168938223966,7.582983106177603
HR Analyst,33,4,2,3.1387135247616325,7.973492198134352,33.49328784115199,8.6506712158848
Cloud Engineer,17,10,1,1.8418068976020132,5.982109486167065,44.093709616666686,7.590629038333331
Business Analyst,27,1,0,7.550485656800567,3.1577153724041094,52.495774642069,6.7504225357931
NLP Engineer,24,10,0,4.7311494872292466,4.187641598509922,62.99674571407553,5.700325428592447
Content Writer,16,1,3,5.400229888844129,2.499910202895786,35.986310195195934,8.401368980480406
Backend Developer,5,1,3,4.984678889893586,0.8354667129164728,40.15648032668802,7.9843519673311985
SEO Specialist,29,6,0,0.6322571338717591,17.76680854885357,33.06276266418121,8.69372373358188
Graphic Designer,20,9,5,7.773512690940926,2.2795886555964024,77.85530150843736,4.214469849156264
Full Stack Developer,26,1,3,4.697817863338857,4.563150424180862,40.71970378258579,7.9280296217414215
SEO Specialist,21,10,4,5.368751424705125,3.297349605848733,72.81213540956183,4.718786459043817
Frontend Developer,5,6,1,5.051246368677499,0.8262760587440354,49.21343524976236,7.078656475023764
UI/UX Designer,29,10,1,5.016655278128004,4.819953721700163,63.834579760014314,5.616542023998568
AI Researcher,7,4,5,4.8875670618453,1.1889461175506402,40.7800152501681,7.92199847498319
Content Writer,11,10,2,7.015191455176293,1.3723939174149218,70.06297995531234,4.993702004468766
Sales Executive,22,1,4,3.3375033669447136,5.072042172383728,42.077391336839554,7.792260866316044
Machine Learning Engineer,26,6,5,0.43948901068751933,18.061964910438636,40.490604779842975,7.950939522015703
Backend Developer,13,0,1,6.754333755282096,1.6764818758471236,35.36431400134051,8.46356859986595
Network Engineer,29,3,5,4.955474695858941,4.869469098771381,46.355316045850614,7.364468395414939
Sales Executive,25,9,5,5.719737532833221,3.7203834045374284,82.67006117000084,3.732993882999917
Operations Manager,30,3,1,3.428058973962199,6.774977518683811,39.65469260500494,8.034530739499505
AI Researcher,31,6,0,7.873308386192234,3.49362364642247,59.48720883256246,6.051279116743754
Graphic Designer,16,5,0,3.894617122628918,3.2688971576608914,29.837839334746214,9.016216066525379
Graphic Designer,33,9,1,5.909854962150975,4.775787651225518,63.56147310770493,5.643852689229507
Database Administrator,31,2,3,2.5727851971718216,8.67670410875506,45.63368435517874,7.436631564482126
Game AI Developer,11,6,3,0.972538876864153,5.576569429894973,33.56611478413494,8.643388521586505
Full Stack Developer,11,8,5,1.4783704312805002,4.438400273488022,41.76379598703969,7.823620401296031
AI Researcher,13,2,5,0.6563631744044676,7.8485203009141085,24.086100499942106,9.591389950005789
Game Designer,25,8,4,6.661300266445204,3.263153659372216,75.31887671363918,4.4681123286360815
Data Scientist,20,7,0,4.943326133159734,3.365119051504434,46.07343750319386,7.3926562496806145
IoT Developer,23,0,4,3.570115311972037,5.032695770224524,39.92331586026806,8.007668413973194
AI Engineer,19,3,1,5.728024171599667,2.8240088791896425,38.872763595748694,8.11272364042513
System Administrator,20,7,2,3.700905805282015,4.2544992025851,42.47648387506711,7.752351612493289
Data Engineer,29,9,5,5.747617928788943,4.297812992088735,71.50277432007411,4.849722567992589
Data Scientist,6,9,3,1.853788146073132,2.1024686111532547,46.63292612824113,7.3367073871758866
Network Engineer,12,2,3,0.9591406412068988,6.125134534806844,31.631913103051854,8.836808689694815
Digital Marketer,29,3,3,3.012905249670709,7.226684458193894,38.96191474569487,8.103808525430512
Content Writer,25,2,5,3.0172725356878205,6.223127701172906,49.85483477819667,7.014516522180333
Cloud Architect,35,10,2,5.222210893499206,5.625010241386552,79.04534205232983,4.095465794767017
Database Administrator,17,3,3,7.284702273972604,2.0519747647911935,62.90410031421567,5.709589968578433
AI Engineer,34,6,5,0.7463465995763068,19.4692164821399,55.57675061191871,6.442324938808129
Game AI Developer,23,6,1,2.4591044414445156,6.649119848603138,39.07272510057933,8.092727489942067
NLP Engineer,25,5,0,5.039109486852494,4.139683185811833,51.04640697586856,6.895359302413144
Machine Learning Engineer,21,0,2,0.24857696198760681,16.819147428901896,24.172626607964716,9.582737339203529
DevOps Engineer,21,6,3,1.6089348213000534,8.049262031596301,50.30685825112441,6.969314174887559
Product Manager,23,3,0,0.8871761193287666,12.187521749788075,12.788924102624541,10.721107589737546
Frontend Developer,28,4,3,0.8505865516477922,15.130337986660688,28.203895796210922,9.179610420378907
Backend Developer,8,10,0,1.5414775270827992,3.1477752271068447,38.29787143266633,8.170212856733368
NLP Engineer,22,0,5,3.0666519196895123,5.409855683365124,37.4407880001291,8.255921199987089
Cybersecurity Analyst,7,0,3,6.836017206406017,0.8933109532068708,39.55932890978387,8.044067109021613
Blockchain Developer,15,1,0,1.7911234165754415,5.374180127944394,20.250655652182655,9.974934434781733
Business Analyst,35,2,1,0.11043136398271614,31.519282627669707,21.75602065179981,9.82439793482002
Sales Executive,27,0,3,2.482022161331315,7.754114922024744,23.622862291613867,9.637713770838612
Digital Marketer,18,2,0,6.432331695892304,2.421851006723533,47.407963125794225,7.259203687420578
Embedded Systems Engineer,19,6,4,0.1472857999987376,16.560825558915578,33.0770201607682,8.69229798392318
Software Tester,23,0,4,1.3940610303006995,9.607106798405699,29.8277878456891,9.01722121543109
Robotics Engineer,26,6,1,5.543926902070974,3.9731495154341823,46.89497937199245,7.310502062800755
Frontend Developer,13,3,4,5.929726347584157,1.8759759545962538,56.359264672332,6.3640735327668
